propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
40905247,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,4,272,For Rent,190000,"Chance To Get Offer
Brand New Luxurious Apartment Available For Rent 

2448 Sq. Ft
Maid Room With Attached Bathroom Powder Room,
Reserved Car Parking

Project Features

Spectacular Views Of Sea And Landscaped Areas. 
sports Facilities And Jogging Tracks. 
beautifully Carved Park Walkways. 
dedicated Public Open Spaces Including Promenade, Parks, And Plazas
access To 5 Star Hotel, Retail Area
and Mosque
Retail Area Includes Leisure Activities,
Restaurants And Convenience Stores
access To Common Beaches
car Off Areas At Entrances

Amenities
kids Play Area
multipurpose Hall
gymnasium
communal Barbecue Area
children Pool
outdoor Swimming Pool

Features
Three High-Speed Elevators For Each Tower
one Service Lift Cargo
dedicated Car Parking
CCTV Security In Common Areas
entry Phone System (intercom)
high-Speed Internet
mail Box For Each Apartment
voice Communications
fire Protection System For Every Floor And Car Park
maintenance And Facility Management Service
external Clean And Sweep Service

Finishes
high-Level Ceilings In All Rooms
high Quality Finishes Throughout
fitted Wardrobes In Each Bedroom
designer Fitted Kitchen
marble Kitchen Counter Top
imported Stainless Steel Sink With Mixer Tap
ceramic Floor Tiles And Skirting
Master Bathroom - Tempered Glass Shower
compartment And A Bath Tub With Double Vanities
high-Quality Imported Sanitary Fixtures And Fittings. 

Note The Picture in this ad is the same Apartment Which we gave you

S&B Real Estate Is The Authorized Dealer Specialist In Emaar Pakistan Oceanfront. 

For More Information, Don't Hesitate To Call, We Also Do a Free Evaluation Of Your Property.",3229527867,https://media.zameen.com/thumbnails/205197391-800x600.jpeg
40931409,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",6,7,666,For Rent,500000,"Bungalow For Rent In Dha Phase 5
 666yrds Bungalow 2 4 Bedrooms With Attached Bath Drawing Dining Lounge, 3 Kitchens Dirty Kitchen, Servant Room Washroom, Guard Room, Garden, 4,5 Car Parking, Wooden Tile Flooring, 

demand 5 Lacs 

for More Details And Visit Contact Property Zone",3342236447,https://media.zameen.com/thumbnails/206489411-800x600.jpeg
41219853,"Navy Housing Scheme Karsaz, Karachi, Sindh",Flat,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,511,For Rent,195000,"Luxurious Flat for sale in prestigious, secure and serene environment of NHS (Naval Housing Scheme) Karsaz. 
An ideal accommodation for overseas Pakistanis returning from abroad. 
Live in Flat of your dream and get peace of mind. 
this Flat is on open areas and therefore well ventilated and sunny. This is blessing from ALLAH which is normally not available to every one of this nation. 

Little about Project

The project consists of 6 towers. Each tower has two Blocks of Flats. Each Block has ground plus 8 stories. 4 Flats on each floor. Two Flats on the top 9th floor. The vacant area of remaining two Flats here is covered with striking green artificial grass which presents a soothing effect. This area is common for all the residents of the tower for arranging get to gather and parties. A huge roof is joining these two Blocks. On ground these Blocks are connected with a walkway. This is something amazing which can t be clearly expressed in words and witness in any other project within the metropolis. Therefore, you are cordially invited to visit this master piece. 

The general specification of the Flat is 

it s carpeted area is 4600 sq ft, probably the biggest Flat in town. 
5 bedrooms with attached bath
spacious drawing and dining room and TV lounge. 
study room with attached bathroom 
5 terraces with wide view of the surrounding areas
American kitchen fully equipped and ready for use. 
Powder rooms with attached bathroom and storeroom. 
Servant quarter with attached bathrooms
Parking place for each Flat in the basement
4 high speed lifts with standby power supply in each tower. 
Huge area in front of every Flat in lift lobby. 
All fixtures and fittings such as oven in the kitchen, built in wardrobes, cupboard, shelf units, chandelier, fans, light holders etc are already fixed installed. 
Every Flat is corner Flat and designed so that it remains airy throughout. 
Amenities available within the Karsaz area are 
Hospital, Schools, Colleges, Banks and ATMs, Marts, walking tracks, Swimming pool, Golf Club, shooting range, Boxing arena and many more. Some of these facilities are on membership basis. 
A place worth to live and enjoy.",3333350835,https://media.zameen.com/thumbnails/206981761-800x600.jpeg
41233310,"Gulistan-e-Jauhar - Block 5, Gulistan-e-Jauhar, Karachi, Sindh",Flat,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,106,For Rent,32000,"Flat for rent in brand new project city tower 
2bed lounge
7th floor
950sq ft
24hour lift
24hour water
Stand by lift & stand by generator",3102674678,https://media.zameen.com/thumbnails/207376295-800x600.jpeg
41240217,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar, Karachi, Sindh",Flat,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,178,For Rent,46000,"3 Bed Dd
west Open 
no Lift
3rd Floor
Sweet Water 
keys Available
A well-constructed Flat like this doesn't come too often, so book yours while you can. Looking to rent? We can bet you won't find a better option in the city. Don't miss out on these 1600 Square Feet units. Avail a well-suited option today. A property with modern features at a price of PKR Rs. 48,000 is not to be missed. With a serene neighbourhood, carpeted roads and a location like that of Gulistan-e-Jauhar - Block 16, it is an opportunity that should not be missed. We can help you find a place in Karachi. 

You can read the notable property features below. 
Now enjoy 24/7 connectivity with fast speed broadband internet access that comes with this property. 


Have questions? Get in contact with us.",3102674678,https://media.zameen.com/thumbnails/207376735-800x600.jpeg
41443902,"Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,4,222,For Rent,150000,"Spacious Apartment With Luxurious Bedrooms, Attached Baths With Imported Fixtures And Fittings, Drawing Room, Lounge Area And Maid Room. Live The Good Life As You Set Your Sights Higher With A New Name In Elegant Lifestyles. 
nice Location
reasonable Price
contact Us For More Details.",3363793619,https://media.zameen.com/thumbnails/205040243-800x600.jpeg
41523408,"DHA Phase 5, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,100,For Rent,45000,"Dha Furnished Flat Available For Rent 

Two Bedroooms With Attach Bathrooms , Lounge Kitchen ,Balcony Main 26 St Facing No Water & Car Parking Issue Family Building Neat n Clean Flat Building & Vicinity. 

Further Details And Visit Contact Us . 

CAPITAL ENTERPRISES",3338212253,https://media.zameen.com/thumbnails/206256836-800x600.jpeg
41524620,"Clifton - Block 9, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,222,For Rent,175000,"Clifton Fully Furnished Apartment Available For Rent In Daily \ Weekly And Monthly  Basis. 

Three Huge Bedrooms With Attach Bathrooms Huge Lounge Drawing Room  Branded Kitchen Balcony Tiles Flooring 2nd Floor Lift With Backup Reserved Car Parking . 

Located At Clifton Block 9 Behind The Forum 

( Original Pics Attached )

Rent  For Per Day 15000 pkr

Further Information And Visit Contact Us 

CAPITAL ENTERPRISES 

Regards,",3338212253,https://media.zameen.com/thumbnails/206256253-800x600.jpeg
41551313,"KDA Officers Society, Gulshan-e-Iqbal Town, Karachi, Sindh",Upper Portion,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240,For Rent,140000,"HOUSE DESCRIPTION
- 3 bedrooms with 3 attached bathrooms. Each room has a window which gives good sunlight entry. 
-- Spacious lounge area
-- has a separate entry and are spacious enough to entertain over 10-15 guests. 
   -
-- Kitchen with Kitchen Island and dedicated exhaust through duct. 
-- 1 Storeroom with walk-in closets. 
-- Spacious terrace and rear balcony. 
  --Roof
--  Washing Are
- With Roof

ALSO, 2 & 3 Bed Rooms Portions, &  240, 400 , 600 , yards Independent bungalows Available for Rent 
 
Top Class Society 
-Gated Community 
- 17 Parks , Separate family parks, kids play Area ,
-Cricket and football  Ground
-Commercial Market , - -Bank, 2 Mosque in Walking Distance. 
No water ,Electricity, and gas issue. 

ALSO, DEALS IN FOLLOWING AREAS,
* Army 0fficers Housing            Society ( AOHS)
* Defence Officers Housing Society (DOHS) National Stadium. 
*    Askari 4 
*    Naval Karsaz (NHS)
*    Kda scheme -1
*    Gulshan-e-Iqbal 
*    Gulistan e johor 
*    Bahria Town, DHA City
Rent , Sale , purchase,  
Contact  more information",3232555927,https://media.zameen.com/thumbnails/213812389-800x600.jpeg
41617468,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Lower Portion,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,400,For Rent,80000,"400 SQUARE YARD 
GROUND FLOOR 
3BED DD ATTACH BAAT 
SEPARATE E NTRANCE 

NEAR MAIN ROAD 
NEAR MARKET 
ViP location
GULSHAN -E-IQBAL BLOCK 6 
Ideal Location. 
Reasonable Demand. 80,000
Interested Persons Welcome To Visit The Property. 
For More Information Please Contact. 
Mention Zameen. com While Calling.",3343246784,https://media.zameen.com/thumbnails/207377694-800x600.jpeg
41624105,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,178,For Rent,100000,"Clifton Fully Furnished Apartment Available For Rent 

Three Bedrooms With Attach Bathrooms Lounge , Drawingroom , Kitchen , Balcony Tiles Flooring Boundary Wall Project Located At Clifton Block II . 

Rent For Long Term 100k 
Rent For SHORT term 150k

( Original Pics Attached )

Further Details And Visit Contact Us . 

CAPITAL ENTERPRISES",3218281142,https://media.zameen.com/thumbnails/206257261-800x600.jpeg
41624136,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,117,For Rent,45000,"Dha Flat Available For Rent. 

Two Bedrooms With Attach Bathrooms Lounge Drawing Room Two Balconies, Kitchen, built-in Wardrobes 2nd Floor. 

( Original Pics Attached )

For further Details And Visit Contact Us. 

CAPITAL ENTERPRISES 

Regards,
Raja Mansoor",3218281142,https://media.zameen.com/thumbnails/206256675-800x600.jpeg
41624224,"Gulshan-e-Iqbal Town, Karachi, Sindh",Room,"Gulshan-e-Iqbal Town, Karachi, Sindh",1,1,44,For Rent,20000,"Description
Furnished Room Available For Rent In Near Federal Urdu University Gulshan Iqbal . 

One Furnished Room With Attach Bath , Kitchen , Lounge And Drawing Room Tiled Flooring West Open Fully Airy Room Of Flat Neat n Clean Save n Secure 24 Hours Sweet Water Family Environment Only For Females . 

Further Information And Visit Contact Us ,

Capital Enterprises
Regards,
Raja Mansoor",3218281142,https://media.zameen.com/thumbnails/206258657-800x600.jpeg
41651414,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,111,For Rent,60000,"Description 

Dha Fully Furnished Flat Available For Rent . 

2 Bedrooms With Attach Bathrooms , Lounge , Drawing Room , American Kitchen , Balcony 4th Floor No Water Problem Situated At Phase VI Big Bukhari . 

( Original Pics Attached )

Further Details And Visit Contact Us ,

Capital Enterprises .",3218281142,https://media.zameen.com/thumbnails/206257313-800x600.jpeg
41887649,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",5,6,500,For Rent,300000,"500 Yards Bungalow For Rent 
 2 3 Bedrooms 
 1 Kitchenette Upstairs 
 Kitchen Dirty Kitchen 
 Servant Quarter 
 Tile Flooring 
 Lash And Green Garden 
 2,3 Cars Parking 
 Rent 3 Lac 
 Out Class Location",3218273280,https://media.zameen.com/thumbnails/206663112-800x600.jpeg
41996474,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Lower Portion,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,120,For Rent,45000,"2bed Dd Portion
120 Square Yard
TILES Flooring
american Kitchen
near Market
gulshan -e-iqbal Block 6
brand new Lower Portion That Is Located In The Prime Location Like This One Is No Less Than An Opportunity. This Property On Rent Offers The Comfort And Luxury Of Modern Life. The 1080 Square Feet Property You Must Explore. The Price Of Rs. 45,000 Is Very Reasonable For This Property. The Properties In Gulshan-e-iqbal - Block 6 Will Reap Great Benefits In The Future. Looking To Get The Best Real Estate Value In Karachi? Let Us Help You. 

a Few Highlighting Features Of The Property Are As Follows. 
your Guests Will Be Left In Admiration As They See Your Beautiful Drawing Room Of This Lower Portion. 


for Details, Contact Us Through Phone Or Email.",3343246784,https://media.zameen.com/thumbnails/207377545-800x600.jpeg
42110357,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,"Cantt, Karachi, Sindh",3,3,286,For Rent,85000,"This Flat is ideal for those of you who have been looking for such properties. You won't end up finding a property on rent as great as this, so we strongly urge you to book it while you still can. The centrally located 2576 Square Feet property is perfect to live a lavish life. PKR  is a good asking price for the Flat so don't delay your decision further. Living or investing in Askari 5 has its own benefits. Karachi is developing at a fast pace and this property is located at an ideal spot in Karachi. 

What more we can say about it is given below. 
A separate service elevator in the building ensures smooth operations. 
The attached dining area of this Flat will help maintain your guests' privacy. 
You can decorate the spacious drawing room space any way you like to entertain your guests. 
The daily waste disposal service ensures a clean environment. 
You can decorate the expansive lounge area any way you like that comes with this property. 
A kids' play area near the property is great for outdoor play and activity. 
You and your children can plan a study routine, utilizing the study room in the Flat without worrying about space. 


If you want more information on this offer, please reach out to us.",3488364902,https://media.zameen.com/thumbnails/212421631-800x600.jpeg
